,LIBELLE
2483,St-Sébastien-Frêne-Rond
2484,Jussey
2485,Magny-Blandainville
2486,Aubin-St-Vaast
2487,Louveciennes
2488,St-Brieuc
2489,Châtelaudren-Plouagat
2490,Venizel
2491,Aix-en-Provence-Marchandises
2492,St-Martin-d'Oney
2493,Trappes-Marchandises
2494,Cires-lès-Mello
2495,Bellac
2496,Prémery
2497,Faulquemont
2498,St-Masmes
2499,Angoulême
2500,Étaples-Le Touquet
2501,Cannes-la-Bocca
2502,Rivarennes
2503,Pont-de-Sallaumines
2504,Souvigny
2505,Sessenheim
2507,Puteaux
2508,Erdre-Active
2509,Viaduc-Ste-Marie
2510,Labège-Innopole
2511,Bossey-Veyrier
2512,Dourges
2513,Castelnaudary
2514,Vendôme-Villiers-sur-Loir
2515,Voutré
2516,Sérifontaine
2517,Langogne
2518,Cap-d'Ail
2519,Fons-St-Mamert
2520,Ay
2521,Fellering
2522,Les Versannes
2523,Angers-Maître-École
2524,Ebersheim
2525,Ruffey
2526,Zillisheim
2527,Meudon-Val-Fleury
2528,Acheux-Franleu
2529,Seugy
2530,Fos-Mériquette
2531,Fontenay-le-Comte
2532,Les Mais
2533,Carentan
2534,Marmagne-sous-Creusot
2535,Senozan
2536,Réaumont-St-Cassien
2537,Cloyes
2538,Les Échets
2539,La Cave
2540,Bersac
2541,Toulon
2542,St-Florent-sur-Cher
2543,Gennevilliers
2544,Avignonet
2545,Mérens-les-Vals
2546,Montluel
2547,Brassac-les-Mines-Ste-Florine
2548,Limoux
2549,Peillon-Ste-Thècle
2550,Assier
2551,Pins-Justaret
2552,Valergues-Lansargues
2553,Bibliothèque-François-Mitterrand
2554,Eichhoffen
2555,Sedan
2556,Strasbourg-Neudorf
2557,Ste-Cécile-d'Andorge
2558,L'Arbresle
2559,St-Brice-sur-Vienne
2560,Cerizay
2561,Entraigues-sur-la-Sorgue
2562,Serquigny
2563,Bessé-sur-Braye
2564,Lachaud-Curmilhac
2565,Isbergues
2566,Thann
2567,Pont-Hébert
2568,Penne
2569,Schopperten
2570,Villiers-Montbarbin
2571,Mérignac-Arlac
2573,Saillans
2574,Vaires-Torcy
2575,L'Isle-sur-le-Doubs
2576,Templeuve
2577,St-Gildas-des-Bois
2578,Guérigny
2579,L'Escarène
2580,Montargis
2581,Vosves
2582,Limoux-Flassian
2583,Igney-Avricourt
2584,Bréval
2585,Mézidon
2586,Mézidon
2587,Colayrac
2588,St-Péray
2589,Veauche-St-Galmier
2590,Besançon-Franche-Comté-TGV
2591,Les Arcs-Draguignan
2592,Rosières
2593,St-Sébastien
2594,St-Julien-du-Sault
2595,Jarnac
2596,Malaunay-Le Houlme
2597,Clichy-Levallois
2599,Pagny-sur-Meuse
2600,Le Dorat
2601,Busseau-sur-Creuse
2602,Ste-Marthe-en-Provence
2603,St-Julien-en-Genevois
2604,Luc-Primaube
2605,St-Germain-sur-Ille
2606,Brazey-en-Plaine
2607,Étigny-Véron
2608,Vitry-la-Ville
2609,Lison
2610,St-Quentin-Fallavier
2611,Virville-Manneville
2612,Cergy-le-Haut
2613,Staffelfelden
2614,Brienon
2615,Maubeuge
2616,Port-Boulet
2617,Sevran-Beaudottes
2618,Pré-en-Pail
2619,Fougeray-Langon
2620,Montaignac-St-Hippolyte
2621,Le Trayas
2622,Jalons-les-Vignes
2623,Hunspach
2624,L'Isle-Adam-Parmain
2625,Embrun
2626,Val-d'Argenteuil
2627,Chartrettes
2628,St-Ours-les-Roches
2629,Île-Napoléon
2630,St-Cyprien-Arènes
2631,Champ-de-Courses-d'Enghien
2632,Tanus
2633,La Méaugon
2634,Pérenchies
2635,Montpaon
2636,Bréauté-Beuzeville
2637,Saverne
2638,Aubie-St-Antoine
2639,Chantonnay
2640,Marmagne-sous-Creusot
2641,Balbigny
2642,Musée-d'Orsay
2643,Vierzy
2644,Gignac-Cressensac
2645,Elne
2646,Vias
2647,Rixheim
2648,Agen
2649,Wambrechies
2650,Quintin
2651,Pointe-de-Grave
2652,Kalhausen
2653,Zoufftgen (IE)
2654,Tournus
2655,Stenay
2656,Le Grand-Lemps
2657,Viroflay-Rive-Droite
2658,Neuilly-St-Front
2659,Messac-Guipry
2660,Flavy-le-Martel
2661,Bueil
2662,St-Ouen-l'Aumône-Liesse
2663,Baroncourt
2664,Reims-St-Léonard
2665,Sermaise
2666,Flaxlanden
2667,St-Jean-Pied-de-Port
2668,Stephansfeld
2669,Laissac
2670,Pont-de-Rungis-Aéroport-d'Orly
2671,Clermont-La Rotonde
2672,Blanzy-Poste
2673,Crissé
2674,Rosheim
2675,Douai
2676,Villeherviers
2677,Bourgoin-Jallieu
2678,Val-de-Vesle
2679,St-Éloy
2680,Montfort-l'Amaury-Mère
2681,Ingrandes-sur-Loire
2682,Valognes
2683,Les Tines
2684,Marquette
2685,Latour-de-Carol-Enveitg
2686,Dompierre-sur-Mer
2687,Luc
2688,Duttlenheim
2689,Notre-Dame-d'Oé
2690,Villars-les-Dombes
2691,Fontenay-le-Fleury
2692,Brignac
2693,Luzarches
2694,Poussay
2695,Savennières-Béhuard
2696,Aiserey
2697,Sisteron
2698,Monthermé
2699,La Trinité-Victor
2700,Clelles-Mens
2701,Épernon
2702,Petit-Jouy-Les Loges
2703,Miramas
2704,Colombiers
2705,Praye-sous-Vaudémont
2706,Ludres
2707,Hoenheim-Tram
2708,Alès
2709,Voves
2710,Villaines
2711,Labarthe-Avezac
2712,Breuillet-Village
2713,Moulis-Listrac
2714,Biache-St-Vaast
2715,St-André
2716,Épinay-Villetaneuse TT
2717,Origny-en-Thiérache
2718,Champigny-sur-Yonne
2719,Bobigny
2720,Somain
2721,Peltre
2722,Kerhostin
2723,Loison-sous-Lens
2724,Champigneulles
2725,Landry
2726,Lutterbach (Haut-Rhin)
2727,Romanèche-Thorins
2728,Oullins
2729,Neufchâteau
2730,Vielmur-sur-Agout
2731,Saincaize
2732,Combourg
2733,Condé-sur-Vire
2734,Mulhouse-Ville
2735,Noisy-le-Sec
2736,La Barque-Fuveau
2737,Monsempron-Libos
2738,Lecelles
2739,Marquillies
2740,Pavillons-sous-Bois
2741,Picon-Busserine
2742,Le Breuil-sur-Couze
2743,Plougonver
2744,Nevers-Le Banlay
2745,St-Aubin-du-Vieil-Évreux
2746,Pihen
2747,Parempuyre
2748,St-Jean-de-Maurienne-Arvan
2749,Béna-Fanes
2750,Martigny-les-Bains
2751,Strazeele
2752,Torpes-Boussières
2753,Castres
2754,Gundershoffen
2755,Trégonneau-Squiffiec
2756,Ars-sur-Moselle
2757,Oissel
2758,Voves
2759,Pertuis
2760,St-Mammès
2761,Port-Vendres
2762,Landrecies
2763,Lothiers
2764,St-Gilles
2765,Villeneuve-le-Roi
2766,Oudon
2767,Ermont-Eaubonne (PSL)
2768,Avranches
2769,Marne-la-Vallée-Chessy
2770,Chevrières
2771,Le Perray
2772,Montrond-les-Bains
2773,Bordeaux-St-Jean
2774,Doulon
2775,Tarare
2776,St-Gervais-les-Bains-Le Fayet
2777,Mâlain
2778,Cordes-Vindrac
2779,Lavaveix-les-Mines
2780,Pulligny-Autrey
2781,La Boissière
2782,Lillers
2783,Nice-Pont-Michel
2784,La Frayère
2785,Grand'Combe-La Pise
2786,St-Pierre-sur-Dives
2787,Sénas
2788,Voyenne
2789,Doulon
2790,Flamboin-Gouaix
2791,Mauzé
2792,Le Vert-de-Maisons
2793,Rieux-Angicourt
2794,Cergy-St-Christophe
2795,Poinçon
2796,Limeray
2797,Paray-le-Monial
2798,Châteauneuf-Bujaleuf
2799,Vierzon-Forges
2800,Steinbourg
2801,Orchamps
2802,Bonneval
2803,St-Martin-du-Vivier
2804,Montmélian
2805,Paris-Tolbiac
2806,Mareil-sur-Mauldre
2807,Chevaigné
2808,Vaucelles
2809,Aiffres
2810,Blanquefort
2811,Tassin
2812,Beillant
2813,Joncherey
2814,Thourotte
2815,Folligny
2816,Étriché-Châteauneuf
2817,Germaine
2818,Thieux-Nantouillet
2819,Esquelbecq
2820,Le Toec
2821,St-Sever
2822,Liancourt-Rantigny
2823,Walbourg
2824,Zu-Rhein
2825,Épinay-Villetaneuse
2826,Mandelieu-la-Napoule
2827,Brion-Montréal-la-Cluse
2828,L'Isthme
2829,Meximieux-Pérouges
2830,Roissy-en-Brie
2831,Colombes
2832,Redon
2833,TGV Haute-Picardie
2834,Nançois-Tronville
2835,Tamnay-Châtillon
2836,Agde
2837,Châbons
2838,Manois
2839,Martigues
2840,Pont-du-Château
2841,Rungis (MIN)
2842,Cercy-la-Tour
2843,Fors
2844,Fougeré
2845,Thenissey
2846,La Ferté-Alais
2847,Maisse
2848,Isles-Armentières
2849,Baleycourt
2850,Tarbes
2851,Frouard
2852,Cagnes-sur-Mer
2853,Pont-Melvez
2854,St-Brieuc
2855,Ingersheim-Cité-Scolaire
2856,St-André
2857,Tamnay-Châtillon
2858,Nexon
2859,Bellignat
2860,Sathonay-Rillieux
2861,Albi-Madeleine
2862,Ferrières-Fontenay
2863,St-Christophe
2864,Diarville
2865,Pringy
2866,Blois-Chambord
2867,Jussey
2868,Logelbach
2869,Chamarande
2870,Dol-de-Bretagne
2871,St-Romain-le-Puy
2872,Bétheniville
2873,Altkirch
2874,Thann-Centre
2875,St-Léonard
2876,Douzies
2877,Boisset
2878,Darcey (Côte-d'Or)
2879,Montaigu-Vendée
2880,Strasbourg-Cronenbourg
2881,Corbeil-Essonnes
2882,Lempdes (Haute-Loire)
2883,Haguenau
2884,Brienne-le-Château
2885,Oiry
2886,Modane
2887,Savenay
2888,Neuves-Maisons
2889,Péreire-Levallois
2890,La Hisse
2891,Les Bons-Pères
2892,Villers-les-Pots
2893,St-Étienne-du-Rouvray
2894,St-Antoine (MR)
2895,Thoiry
2896,Mulhouse-Nord
2897,Châtillon-sur-Loire
2898,Poliénas
2899,Trilport
2900,Ennezat-Clerlande
2901,Conflans-Ste-Honorine
2902,Wesserling
2903,Theillay
2904,Oermingen
2905,Juvisy
2906,Lasserre
2907,Lourdes
2908,St-Martory
2909,Lesparre
2910,Mortcerf
2911,Brélidy-Plouëc
2912,Servoz
2913,Ormoy-Villers
2914,Rougebarre
2915,Chemilly-Appoigny
2916,Gerzat
2917,Ossès-St-Martin-d'Arrossa
2918,La Joux
2919,La Clayette-Baudemont
2920,La Tour-de-Salvagny
2921,Beaumont-le-Roger
2922,Mirebeau-sur-Bèze
2923,La Chaumusse-Fort-du-Plasne
2924,Martigné-Ferchaud
2925,Fleurville-Pont-de-Vaux
2926,Montreuil-Bellay
2927,Gergy
2928,Lannion
2929,Paris-Gare-de-Lyon
2930,Salbris
2931,Bessay
2932,Sarralbe
2933,Dunkerque-Port-Est
2934,St-Joseph-Le Castellas
2935,Loire
2936,Tarascon
2937,Niolon
2939,Argentière
2940,Montferrand-Thoraise
2941,La Plaine-Stade-de-France
2942,Briouze
2943,Villenave-d'Ornon
2944,St-Sébastien-Pas-Enchantés
2945,Colmar-Mésanges
2946,Dourdan-la-Forêt
2947,Sallèles-d'Aude
2948,Verdun-sur-le-Doubs
2949,Urçay
2950,Luzenac-Garanou
2951,Bussière-Galant
2952,Châteaubriant
2953,Versailles-Matelots
2954,Gournay-Ferrières
2955,L'Isle-Fontaine-de-Vaucluse
2956,Pomas
2957,Beynost
2958,Le Haut-Banc
2959,La Roche-sur-Foron
2960,Annemasse
2961,Nouvion-sur-Meuse
2962,Ychoux
2963,Dijon-Ville
2964,Épinal
2965,Bourg-en-Bresse
2966,Chenonceaux-Chisseaux
2967,Longpont
2968,Deluz
2969,Cormery
2970,Châteaudun
2971,Airvault-Gare
2972,Dinan
2973,Nantes
2974,Bischheim
2975,Marly-les-Valenciennes
2976,Eymoutiers-Vassivière
2977,Brionne
2978,St-Geniès-de-Malgoirès
2979,Monistrol-d'Allier
2980,Le Plessis-Belleville
2981,Laroquebrou
2982,St-Germain-les-Belles
2983,Plounérin
2984,Vias
2985,Pont-de-Rungis-Aéroport-d'Orly
2986,Colomiers
2987,Arbanats
2988,Pont-Audemer
2989,Chedde
2990,Leval
2991,St-Michel-sur-Meurthe
2992,Vivoin-Beaumont
2993,La Coquille
2994,St-Cloud
2995,Poissy
2996,Bondy
2997,Châteaubriant Tram-Train
2998,Messempré
2999,Remiremont
3000,Moret-Veneux-les-Sablons
3001,Pont-de-Claix
3002,Nogent-Le Perreux
3003,Cercottes
3004,St-Rambert-d'Albon
3005,Alouette-France
3006,Bouthéon
3007,Marvejols
3008,La Verpillière
3009,Dachstein
3010,Mont-St-Martin
3011,Futuroscope
3012,Valmondois
3013,Couze
3014,Épinay-Villetaneuse
3015,Puybrun
3016,Pompadour
3017,Vic-le-Comte
3018,La Barre-Ormesson
3019,Gérard
3020,Cize-Bolozon
3021,Prades-Molitg-les-Bains
3022,Lens
3023,Courtalain-St-Pellerin
3024,Sélestat
3025,Ax-les-Thermes
3026,St-Omer
3027,Guillaucourt
3028,Les Boullereaux-Champigny
3029,Prouvy-Thiant
3030,Schiltigheim
3031,Montbrison
3032,Dommartin-Remiencourt
3034,Keskastel
3035,Villefranche-du-Périgord
3036,Chazay-Marcilly
3037,St-Hilaire-de-Chaléons
3038,Couzon-au-Mont-d'Or
3039,Savigny-le-Temple-Nandy
3040,Loivre
3041,St-Denis-des-Murs
3042,Gourland
3043,Pagny-sur-Moselle
3044,Clion-sur-Seugne
3045,Castelnau-d'Estrétefonds
3046,Pont-de-l'Arche
3047,Gien
3048,Le Mans
3049,Les Sables-d'Olonne
3050,Troyes
3051,Feuquerolles
3052,St-Priest
3053,Loudéac
3054,Bavay
3055,Tourcoing
3056,St-Germain-du-Puy
3057,Hatrize
3058,Kerhuon
3059,Pontchaillou
3060,Portets
3061,Bourg-en-Bresse
3062,St-Rome-de-Cernon
3063,Steenbecque
3064,Razac
3065,Darsac
3066,Montmorillon
3067,Pontoise
3068,Trie-Château
3069,Juziers
3070,St-Aubin-sur-Scie
3071,Die
3072,Daours
3073,Angers-St-Serge
3074,Montbizot
3075,Penthièvre
3076,Gilley
3077,Argenteuil GC
3078,Labouheyre
3079,Avoudrey
3080,La Madeleine
3081,Menton
3083,La Haie-Fouassière
3084,Massy-Palaiseau
3085,Mont-Louis-La Cabanasse
3086,Blangy-sur-Ternoise
3087,Port-Sec-de-Pacy
3088,Nouan-le-Fuzelier
3089,Gauriaguet
3090,Vernouillet-Verneuil
3092,Champs-St-Bris
3093,Gravenchon-Port-Jérome
3094,Nuisement
3095,Bouchain
3096,Ébersviller
3097,Beautiran
3098,Périgueux-St-Georges
3099,Vénissieux
3100,Vireux-Molhain
3101,La Crau
3102,Limoges-Montjovis
3103,Nuits-St-Georges
3104,Givors-Canal
3105,Bas-Monistrol
3106,Brebières-Sud
3107,Orgon
3108,Châteauneuf-sur-Charente
3109,Versailles-Chantiers
3110,Surgères
3111,Vouziers
3112,St-Martin-du-Mont
3113,Hargicourt-Pierrepont
3114,Bussy-Lettrée-Vatry
3115,Montoire-sur-le-Loir
3116,Vendôme
3117,Strasbourg-Ville
3118,Arc-et-Senans
3119,Jaunay-Clan
3120,Bainville-sur-Madon
3121,Vénissieux-Nord
3122,Saulnes
3123,Sézanne
3124,Corps-Nuds
3125,Pantin
3126,Grésy-sur-Aix
3127,Entzheim
3128,Grand-Quevilly
3129,Étampes
3130,Montbré
3131,Champagney
3132,Champbenoist-Poigny
3133,Marienthal
3134,Brunémont
3135,Louvroil
3136,Étain
3137,Folligny
3138,Pontfaverger
3139,Brive-la-Gaillarde
3140,Menars
3141,Amilly-Ouerray
3142,St-Just-en-Chaussée
3143,La Ferté-Milon
3144,Kurtzenhouse
3145,Hendaye
3146,Mommenheim
3147,Miserey-Salines
3148,La Ville-Gozet
3149,Dercy-Froidmont
3150,Vitry-en-Artois
3151,Terrenoire
3152,Chagny
3153,Anor
3154,Villefranche-sur-Saône
3155,Galliéni-Cancéropole
3156,Tarascon
3157,Dompierre
3158,Badan
3159,Bully-Grenay
3160,Yerres
3161,Aubigny-en-Artois
3162,Bournezeau
3163,La Bastide-St-Laurent-les-Bains
3164,Ceilhes-Roqueredonde
3165,Bolbec-Nointot
3166,St-Émilion
3167,St-Maurice-de-Beynost
3168,Questembert
3170,Vivonne
3171,Mourmelon-le-Petit
3172,Dardilly-le-Jubin
3173,Verdun
3174,Survilliers-Fosses
3175,Mothern
3176,Sept-Saulx
3177,La Celle-Corrèze
3178,Pornichet
3179,Villefranque
3180,Clairvaux
3181,Boissise-le-Roi
3182,Preignac
3183,Dijon-Ville
3184,Luc-en-Diois
3185,Montivilliers
3186,Pont-Cardinet
3187,La Fresnais
3188,Chalon-sur-Saône
3189,Arzembouy
3190,Voivres
3191,Le Pallet
3192,Oulchy-Breny
3193,Mesves-Bulcy
3194,Bordeaux-Bastide
3195,Le Bouchet
3196,Cuinchy
3197,Dirinon Loperhet
3198,Pont-St-Vincent
3199,Eu
3200,Seclin
3201,Pouxeux
3202,Le Sablon
3203,St-Amour
3204,Chartres
3205,Pau
3206,St-Cyr
3207,Molsheim
3208,Vaux-en-Bugey
3209,Hesdigneul
3210,Riedseltz
3211,Port-la-Nouvelle
3212,Haluchère-Batignolles
3213,Cavaillon (MIN)
3214,Bellevue
3215,St-Clair-les-Roches
3216,Lapeyrouse
3217,Schirmeck-La Broque
3218,Cannes-Marchandises
3219,Herbeauvilliers
3220,Ste-Marguerite
3221,Brioude
3222,Roumazières-Loubert
3223,Liancourt-St-Pierre
3224,Harfleur-Halte
3225,Najac
3226,Villefranche-sur-Cher
3227,Amplepuis
3228,Régny
3229,Conchil-le-Temple
3230,Buzy (Meuse)
3231,Lavannes-Caurel
3232,Soissons
3233,Juan-les-Pins
3234,Lunery
3235,Carmaux
3236,St-Georges-de-Commiers
3237,Sarrance
3238,Villenouvelle
3239,Strasbourg-Port-du-Rhin
3240,Cheilly-lès-Maranges
3241,Plénée-Jugon
3242,Le Grau-du-Roi
3244,La Chapelle-St-Mesmin
3245,Roumazières-Loubert
3246,Hirson
3247,Conlie
3248,Coudekerque-Branche
3249,Châtillon-d'Azergues
3250,Évian-les-Bains
3251,Sucé-sur-Erdre
3252,Drefféac
3253,Rabastens-Couffouleux
3254,Podensac
3255,Le Meux-la-Croix-St-Ouen
3256,Domont
3257,Crest
3259,La Bernerie-en-Retz
3260,Rumilly
3261,St-Marcel
3262,Bourg-Bruche
3263,Lesseux-Frapelle
3264,La Folie-Nanterre
3265,Ceyzériat
3266,Breteuil
3267,Margaux
3268,Étalans
3269,Gambsheim
3270,Gardonne
3271,Rothau
3272,Audun-le-Roman
3273,Albi
3274,Vernet-d'Ariège
3275,Voreppe
3276,Vauvert
3277,Lépanges
3278,Marssac-sur-Tarn
3279,Persan-Beaumont
3280,Culmont-Chalindrey
3281,Nanteuil-le-Haudouin
3282,Pleine-Fougères
3283,Orchies
3284,Neuville-aux-Bois
3285,Donges
3286,Andrézieux
3287,Neufchâteau
3288,St-Hilaire-de-Chaléons
3289,Croix-Wasquehal
3290,Crouy
3291,Longueau
3292,Baume-les-Dames
3293,Épluches
3294,Machilly
3295,Roncq
3296,Rosières-aux-Salines
3297,Martigues
3298,Dunkerque-Port-Ouest
3299,Grenoble
3300,Marmande
3301,Pierrelatte
3302,Condat-le-Lardin
3303,Aulnay-sous-Bois
3304,Argenton-sur-Creuse
3305,Cosne-sur-Loire
3306,St-Aigulin-La Roche-Chalais
3307,Tieffenbach-Struth
3308,Les Mureaux
3309,Le Theil-La Rouge
3310,Grandpuits-Bagneux
3311,Avignon-Fontcouverte
3312,Sévérac-le-Château
3313,Anor
3314,Jouy
3315,Osny
3316,Baroncourt
3317,La Hutte-Coulombiers
3318,Marseille-en-Beauvaisis
3319,Monts
3320,Halte de Fontanil-Lycée de Drap
3321,Sévérac
3322,Chaumont
3323,Lépin-le-Lac-La Bauche
3324,Viroflay-Rive-Gauche
3325,Vendeuvre-Jort
3326,Ste-Gauburge
3327,Lingolsheim
3328,Alaï
3329,Dontrien
3330,Moissac
3331,Ailly-sur-Somme
3332,Grenade-sur-l'Adour
3333,St-Laurent-d'Aigouze
3334,Couffoulens-Leuc
3335,Font-Romeu-Odeillo-Via
3336,Lyon
3337,Mertzwiller
3338,Fleurance
3339,Gazinet-Cestas
3340,Chagny
3341,La Jarrie
3342,Deûlémont
3343,Les Moutiers-en-Retz
3344,Fos-Coussoul
3345,Morvillars
3346,La Chapelle-St-Ursin-Morthomiers
3347,Noyelles-sur-Mer
3348,Bollwiller
3349,Xeuilley
3350,Le Burg
3351,Marcelcave
3352,Ker-Lann
3353,Aulnay-sous-Bois
3354,Is-sur-Tille
3355,Javel
3356,Strasbourg-Roethig
3357,Cambrai-Annexe
3358,Les Saules
3359,Champagnole
3360,Culoz
3361,Lavaufranche
3362,Marolles-en-Hurepoix
3363,Montgeron-Crosne
3364,St-Dié-des-Vosges
3365,Vigeois
3366,Cognac
3367,Chevillon
3368,Bologne
3369,Ribécourt
3370,Le Pénity
3371,St-Georges-de-Reneins
3372,Antibes
3373,La Madeleine
3374,Nointel-Mours
3375,St-Omer-en-Chaussée
3376,Provenchères-sur-Fave
3377,Vieux-Thann
3378,St-Clément-Laronxe
3379,Chaingy-Fourneaux-Plage
3380,Strasbourg-Ville
3381,Barsac
3382,Issoudun
3383,Chapeauroux
3384,Cobrieux
3385,Pons
3386,Clichy-Levallois
3387,Tournemire-Roquefort
3388,Vermenton
3389,Neuilly-Porte-Maillot
3390,Traou-Nez
3391,Nurieux
3392,Fort-l'Écluse-Collonges
3393,Anthéor-Cap-Roux
3394,Mouzon
3395,Cransac
3396,Le Creusot-Montceau-Montchanin
3397,St-Mariens-St-Yzan
3398,Belle-Isle-Bégard
3399,Massy-Palaiseau
3400,Malause
3401,Courtenay
3402,Champtocé-sur-Loire
3403,Boulouris-sur-Mer
3404,La Pointe-Bouchemaine
3405,Fromental
3406,Cluses
3407,Guéret
3408,Graffenwald
3409,Laqueuille
3410,Saône
3411,Lestelle
3412,Bessines
3413,Les Eyzies
3414,Montmoreau
3415,Varilhes
3416,Argenteuil
3417,Reichstett
3418,Bonnières
3419,Les Clairières-de-Verneuil
3420,Cavaillon
3421,Villefranche-Vernet-les-Bains
3422,Allée-de-la-Tour-Rendez-Vous
3423,Beaulieu-sur-Mer
3424,Paris-Nord-Surface
3425,Foëcy
3426,Ossun
3427,Trappes
3428,St-Savinien-sur-Charente
3429,Laroche-Migennes
3430,Noizay
3431,Enghien-les-Bains
3432,Rolleville
3433,Châteauneuf-sur-Cher
3434,Quédillac
3435,Couzon (Loire)
3436,Longué
3437,Fretin
3438,Estavar
3439,Bussac
3440,Fère-Champenoise
3441,Esternay
3442,Callac
3443,Matzenheim
3444,La Couronne-Carro
3445,Fréjus
3446,Royan
3447,Aspres-sur-Buëch
3448,Herchies
3449,Montereau
3450,Santes
3451,Le Pouzin
3452,Nîmes-Pont du Gard
3453,Forbach
3454,Castelsarrasin
3455,Avallon
3456,Vic-sur-Cère
3457,Reignac
3458,Sarreguemines
3459,Port-d'Atelier-Amance
3460,Vernaison
3461,St-Denis-de-Pile
3462,Imphy
3463,St-Ouen
3464,Puget-Ville
3465,Petit-Quevilly
3466,Le Muy
3467,Châteauneuf-sur-Loire
3468,Vire
3469,Pont-sur-Yonne
3470,Avion
3471,Vitry-le-François
3472,Chinon
3473,Neufchâtel-Hardelot
3474,Chamousset
3475,Mézériat
3476,Le Raincy-Villemomble-Montfermeil
3477,Sillé-le-Guillaume
3478,Rennes
3479,L'Estaque
3480,Avord
3481,Port-Ste-Marie
3482,La Pomme
3483,Wihr-au-Val-Soultzbach-les-Bains
3484,Reignier
3485,Langres
3486,Château-Gaillard
3487,Cavaillon
3488,Gravigny-Balizy
3489,Lycée-Henri-Sellier
3490,Vidauban
3491,St-Lô
3492,Séon-St-Henry
3493,Ste-Christie
3494,Bouvines
3495,Dreux
3496,Landerneau
3497,Vénerque-le-Vernet
3498,Hayange
3499,Le Plessis-Chenet
3500,Mulhouse-Dornach (Tram/Train)
3501,Russ-Hersbach
3502,Sées
3503,Sous-le-Bois
3504,Fouquereuil
3505,Monéteau-Gurgy
3506,Fontenoy-sur-Moselle
3507,Nogent-le-Rotrou
3508,Brou
3509,Lamballe
3510,Stains
3511,Mouchard
3512,Martigues
3513,La Levade
3514,Broye
3515,Paimpol
3516,Anvin
3517,Le Dramont
3518,La Loupe
3519,Walheim
3520,Champagne-Ardenne-TGV
3521,Roubaix-Wattrelos
3522,La Rochelle-Porte-Dauphine
3523,Fontaine-le-Port
3524,Belleville-sur-Saône
3525,Fréteval-Morée
3526,Lomme
3527,Ranguin
3528,Le Quesnoy
3529,Ourscamps
3530,Auchy-lès-Hesdin
3531,Montroc-le-Planet
3532,Lutzelhouse
3533,Campagne
3534,Les Sables-Blancs
3535,Croix-l'Allumette
3536,St-Marcellin
3537,Aubiet
3538,St-Macaire
3539,Lutterbach (Haut-Rhin)
3540,Port-Brillet
3541,Dieppe
3542,Aubin
3543,Irigny-Yvours
3544,Zetting
3545,Joeuf
3546,Thiers
3547,St-Pierre-du-Vauvray
3548,Épouville
3549,Périgueux
3550,Thouars
3551,Auneau
3552,Boën
3553,Morcenx
3555,Istres
3557,Le Teil
3558,Naucelle
3559,Buchères-Verrières
3560,St-Fargeau
3561,La Haye-Descartes
3562,Serqueux
3563,Dugny
3564,Le Puy-en-Velay
3565,Bedous
3566,La Poterie
3567,St-Patrice
3568,L'Ardoise
3569,Viarmes
3570,Ormoy-Villers
3571,Auterive
3572,Tonnerre
3573,Gretz-Armainvilliers
3574,Osséja
3575,Épinal
3576,Le Buisson
3577,Montargis
3578,Aéroport-Charles-de-Gaulle 2-TGV
3579,Betton
3580,La Voulte-sur-Rhône
3581,Azerailles
3582,Pers
3583,St-Aubin (Jura)
3584,St-Malo
3585,Lille
3586,Fontpédrouse-St-Thomas-les-Bains
3587,Lathus
3588,Alençon
3589,Lapradelle
3590,Labergement-Ste-Marie
3591,Sous-le-Bois
3592,Meulan-Hardricourt
3593,Boussay-La Bruffière
3594,Mamirolle
3595,La Ferté-St-Aubin
3596,Armentières
3597,Armentières
3598,Mauzens-Miremont
3599,Beauvais
3600,Cocheren
3601,Steenwerck
3602,Vias
3603,Pont-à-Vendin
3604,Bischwiller
3605,Éguzon
3606,Ranspach
3607,Vierzon-Forges
3608,Poligny
3609,St-Julien-Montricher
3610,Andelot
3611,Cercy-la-Tour
3612,Orangis-Bois-de-l'Épine
3613,Montmélian
3614,Blainville-Damelevières
3615,Obernai
3616,Trouville-Deauville
3617,Morhange
3618,Carpentras
3619,Cantin
3620,Selles-St-Denis
3621,Coucy-lès-Eppes
3622,Le Lioran
3623,Ustaritz
3624,Crépy-en-Valois
3625,Barr
3626,Ingwiller
3627,Loulay
3628,Motteville
3629,Couhé-Vérac
3630,Orgérus-Béhoust
3631,St-Aulaire
3632,Amagne-Lucquy
3633,Bassens-Appontements
3634,St-Nom-la-Bretêche-Forêt-de-Marly
3635,Marquixanes
3636,Aulnay-sous-Bois
3637,Lannemezan
3638,Donjeux
3639,Blanc-Misseron
3640,Alençon
3641,Courville-sur-Eure
3642,Loudun
3643,Villefranche-Vernet-les-Bains
3644,Maison-Dieu (Yonne)
3645,Lancerf
3646,Monteux
3647,Les Rosiers-sur-Loire
3648,Lozanne
3649,Coutras
3651,St-Léonard-de-Noblat
3652,Aubigné-Racan
3653,Rougemont-Chanteloup
3654,Calais-Ville
3655,Fécamp
3656,Maubourguet
3657,Bayonne
3658,Chevry
3659,Bollwiller
3660,Tournan
3661,Malaunay-Le Houlme
3662,Vendeuvre (Aube)
3663,Montastruc-la-Conseillère
3664,Lavoûte-sur-Loire
3665,Ussel
3666,Devecey
3667,Chessy
3668,Bordeaux-St-Jean
3669,Ronchamp
3670,Bordeaux-St-Jean
3671,Olonne-sur-Mer
